Price,Close,High,Low,Open,Volume,MA5,MA10,Buy
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2025-05-29,199.9499969482422,203.80999755859375,198.50999450683594,203.5800018310547,51396800,199.44200134277344,203.76499938964844,False
2025-05-30,200.85000610351562,201.9600067138672,196.77999877929688,199.3699951171875,70819900,199.34000244140626,202.7050003051758,False
2025-06-02,201.6999969482422,202.1300048828125,200.1199951171875,200.27999877929688,35423300,200.6260009765625,201.7490005493164,False
2025-06-03,203.27000427246094,203.77000427246094,200.9600067138672,201.35000610351562,46381600,201.23800048828124,201.1980010986328,True
2025-06-04,202.82000732421875,206.24000549316406,202.10000610351562,202.91000366210938,43604000,201.71800231933594,200.79400177001952,False
2025-06-05,200.6300048828125,204.75,200.14999389648438,203.5,55126100,201.85400390625,200.64800262451172,False
2025-06-06,203.9199981689453,205.6999969482422,202.0500030517578,203.0,46607700,202.46800231933594,200.90400238037108,False
2025-06-09,201.4499969482422,206.0,200.02000427246094,204.38999938964844,72862600,202.41800231933593,201.52200164794922,False
2025-06-10,202.6699981689453,204.35000610351562,200.57000732421875,200.60000610351562,54672600,202.29800109863282,201.76800079345702,False
2025-06-11,198.77999877929688,204.5,198.41000366210938,203.5,60989900,201.48999938964843,201.6040008544922,False
2025-06-12,199.1999969482422,199.67999267578125,197.36000061035156,199.0800018310547,43904600,201.20399780273436,201.52900085449218,False
2025-06-13,196.4499969482422,200.3699951171875,195.6999969482422,199.72999572753906,51447300,199.70999755859376,201.08899993896483,False
2025-06-16,198.4199981689453,198.69000244140625,196.55999755859375,197.3000030517578,43020700,199.10399780273437,200.76100006103516,False
2025-06-17,195.63999938964844,198.38999938964844,195.2100067138672,197.1999969482422,38856200,197.697998046875,199.9979995727539,False
2025-06-18,196.5800018310547,197.57000732421875,195.07000732421875,195.94000244140625,45394700,197.25799865722655,199.3739990234375,False
2025-06-20,201.0,201.6999969482422,196.86000061035156,198.24000549316406,96813500,197.6179992675781,199.41099853515624,False
2025-06-23,201.5,202.3000030517578,198.9600067138672,201.6300048828125,55814300,198.62799987792968,199.16899871826172,False
2025-06-24,200.3000030517578,203.44000244140625,200.1999969482422,202.58999633789062,54064000,199.00400085449218,199.0539993286133,False
2025-06-25,201.55999755859375,203.6699981689453,200.6199951171875,201.4499969482422,39525700,200.18800048828126,198.94299926757813,True
2025-06-26,201.0,202.63999938964844,199.4600067138672,201.42999267578125,50799100,201.0720001220703,199.16499938964844,False
2025-06-27,201.0800018310547,203.22000122070312,200.0,201.88999938964844,73114100,201.08800048828124,199.35299987792968,False
